菜品ID,创建时间,菜名,烹饪方法,口味,制作步骤,相克食物,适用场景,口感,类别,主料,辅料,调料,推荐指数,麻辣指数,营养指数,难易指数,时间指数,减肥指数,养颜指数,菜品分类,营养成分_核黄素,营养成分_能量,营养成分_蛋白质,营养成分_脂肪,营养成分_碳水化合物,营养成分_叶酸,营养成分_膳食纤维,营养成分_胆固醇,营养成分_维生素A,营养成分_维生素B6,营养成分_维生素C,营养成分_维生素E,营养成分_胡萝卜素,营养成分_硫胺素,营养成分_烟酸,营养成分_钙,营养成分_磷,营养成分_钾,营养成分_钠,营养成分_碘,营养成分_镁,营养成分_铁,营养成分_锌,营养成分_硒,营养成分_铜,营养成分_锰,营养成分_维生素B12,营养成分_生物素,营养成分_泛酸,营养成分_维生素D,营养成分_维生素K,烹饪时长,难度等级,预估成本
298,2018-06-22 02:06:14,穿田鸡腿,烹,咸鲜味,1.先将田鸡腿脱出柱骨，然后拌入干淀粉；2.火腿、鲜笋均切成长条，每条长约2.5 厘米、宽一头0.5 厘米、另一头0.2 厘米；3.将芡汤35毫升、胡椒粉、香油、湿淀粉兑成芡汁；4.将笋条用沸水焯约1 分钟，捞起用洁净毛巾吸干水；5.然后每条田鸡腿穿入火腿、鲜笋各一条；6.将穿好的田鸡腿放入沸水锅氽约30 秒钟至七成熟，捞起沥去水；7.炒锅用中火烧热，下熟猪油，放入菜、精盐、二汤，炒至九成熟，倒入漏勺沥去水；8.炒锅洗净，放在中火上，下油涮锅后倒回油盆；9.再下油，烧至四成热，放入田鸡腿过油约30 秒钟至刚熟，倒入笊篱沥去油；10.炒锅回放火上，下姜、蒜、田鸡腿，烹黄酒，用芡汁勾芡，加入菜，淋熟猪油，迅速炒匀上盘即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,肉质软嫩、鲜美甘香。,粤菜,田鸡350克,火腿30克 淀粉(蚕豆)15克 油菜心200克 冬笋50克,黄酒10克 大蒜（白皮）1克 姜3克 香油1克 盐1克 猪油（炼制）30克 胡椒粉1克,6,0,7,5,6,0,0,粤菜,1.3毫克,757.69千卡,82.46克,37.19克,25.57克,8.28微克,2.79克,179.6毫克,259.89微克,0.02毫克,72.69毫克,6.1毫克,1286微克,1.07毫克,34.96毫克,684.24毫克,906.39毫克,1469.85毫克,991.34毫克,1.16微克,122.83毫克,8.56毫克,5.41毫克,60.6微克,0.34毫克,0.76毫克,,,,,,85,5,13.5
299,2018-06-22 02:06:18,麻酱凤尾,卤,酱香味,1.嫩莴笋尖（长约14厘米）去皮，修理整齐后，在粗的一端切开约6厘米长的4瓣，放入沸水焯一下后捞出，晾凉后，整齐地装入碟内；2.取碗一只，放入芝麻酱，酱油，精盐，味精，香油，调匀成卤汁，浇在莴笋尖上即成。,,中餐、晚餐主料 莴笋500克,,粤菜 减肥瘦身食谱 便秘食谱 健脾开胃食谱 家常菜,莴笋500克,,酱油15克 芝麻酱8克 味精5克 盐5克 香油15克,6,0,7,5,6,0,0,粤菜,0.14毫克,276.99千卡,9.38克,19.7克,18.69克,0.28微克,3.5克,,126.36微克,,20毫克,14.23毫克,758微克,0.12毫克,3.23毫克,224.6毫克,320.88毫克,1138.81毫克,3422.72毫克,0.36微克,137.89毫克,9.95毫克,2.19毫克,3.4微克,0.45毫克,1.3毫克,,,,,,22,2,12.0
300,2018-06-22 02:06:19,炆金钱黄鳝,焖,微辣,1.黄鳝用盆盛起，倒入炉灰用手搓匀，然后用尖刀开肚去肠脏，洗干净，斩去头尾，起去中骨，然后在两边腩各片开一些；2.火腿、湿冬菇、肥肉、半肥瘦肉均洗净切片；3.红辣椒洗净切小丁备用；4.把黄鳝肉放在砧板上，在头部放着火腿片、冬菇片、肥肉片，然后由头部卷至尾部，后用水草扎实用碟盛起，加入猪油、干淀粉拌匀；5.将蒜头切去头尾，和湿冬菇、半肥瘦肉丁、红椒丁等配料；6.起锅下油，先炸蒜头至金黄色捞起侯用，然后炸鳝鱼卷，倒回笊篱顺锅把丁料炒香，烹入黄酒，加精盐、猪油、二汤400毫升，投入鳝卷同?，炉火先旺后文；7.10分钟后投入炸蒜头，再?5分钟，取出，鳝卷凉后拆去水草，用横切，每件1.5厘米宽，摆落扣碗，丁料也放入碗内，将原汁灌入，候用；8.食时放进蒸笼蒸15分钟取出，把原汁倒入锅，加入味精，勾芡，淋入香油、胡椒粉、猪油、鳝鱼反扣入碟，把芡淋入即成。,鳝鱼 鳝鱼不宜于狗肉、狗血、南瓜、菠菜、红枣同食。,中餐、晚餐主料 鳝鱼1000克,,粤菜 糖尿病食谱 贫血食谱 气血双补食谱,鳝鱼1000克,香菇（鲜）125克 猪肉(肥)100克 猪肉(肥瘦)50克 火腿50克 辣椒(红、尖、干)20克,酱油8克 盐8克 淀粉(玉米)8克 黄酒8克 猪油（炼制）8克 味精5克 香油15克 胡椒粉3克,6,2,7,5,5,0,5,粤菜,10.15毫克,2277.2千卡,205.46克,148.59克,42.38克,67.66微克,12.56克,1435.94毫克,563.46微克,0.04毫克,1.25毫克,26.69毫克,1.8微克,0.95毫克,45.49毫克,450.72毫克,2460.71毫克,3119.62毫克,5503.95毫克,2.24微克,253.96毫克,30.37毫克,25.17毫克,367.15微克,0.93毫克,25.11毫克,,,,,,67,5,56.2
301,2018-06-22 02:06:19,红炆白鳝,焖,咸鲜味,1.把白鳝（河鳗）宰杀洗净后去掉头、尾不用，鳝身切每块2厘米，用碟盛起，加入猪油，湿淀粉，拌匀；2.蒜头切去头尾；3.冬菇切丁，红辣椒切丁；4.半肥瘦肉切丁及火腿丁等料备好候用；5.起锅下油先炸蒜头至金黄色捞起，然后炸白鳝，至呈金黄色倒回笊篱；6.顺锅把以上的丁料炒香，烹入黄酒，加二汤600毫升、精盐、酱油，投入白鳝同?，然后用炖钵入竹箅垫底，把白鳝倒入钵内用木炭炉文火?之，后加蒜头；7.至白鳝够火时取出，用扣碗把白鳝逐件摆落碗底，丁料放在碗里，灌入原汁；8.食时放进蒸笼，蒸15分钟，取出将原汁倒入锅内，白鳝反扣入碟，原汁加入味精、湿淀粉打芡，淋入香油、胡椒粉、猪油淋在鳝上即成。,河鳗 鳗鱼忌与醋、白果同食。,中餐、晚餐主料 河鳗500克,,粤菜 贫血食谱 补阳食谱 结核病食谱,河鳗500克,香菇（鲜）50克 猪肉(肥瘦)50克 辣椒(红、尖、干)20克 火腿50克,大蒜（白皮）20克 淀粉(玉米)10克 盐5克 味精5克 胡椒粉5克 香油15克 黄酒8克 酱油8克 猪油（炼制）8克,6,2,7,5,5,0,4,粤菜,0.36毫克,1510.19千卡,115.53克,99.85克,46.73克,36.68微克,10.35克,951.94毫克,35.66微克,0.04毫克,1.9毫克,31.27毫克,9微克,0.38毫克,25.27毫克,243.76毫克,1610.3毫克,1549.84毫克,3900.22毫克,2.4微克,240.53毫克,12.12毫克,10.23毫克,180.89微克,1.24毫克,2.76毫克,,,,,,60,4,15.7
302,2018-06-22 02:06:21,鱼肚炆大鳝,焖,蒜香味,1.姜切片、大葱取15克切段，15克切丝备用；2.将鱼肚用清水泡软，取出，沥干水分；3.将水、姜、葱、酒煮开锅后放鱼肚煮3分钟，捞出控干水分；4.将冬菇浸软去脚加入淀粉、油拌匀；5.将水煮开锅，放入鳝鱼浸1分钟，取出洗净控干水分，切3厘米长的件，用芡粉，淀粉腌匀，放入炒锅内炸1分钟捞出淋油；6.将蒜放油锅内炸出香味捞出；7.将炒锅烧热，放入姜炒出味后烹入酒，放入糖、水、鳝鱼，慢火?20分钟；8.锅内放入冬菇、叉烧肉、鱼肚再?10分钟，勾芡，放上葱丝盛盘即可。,鳝鱼 鳝鱼不宜于狗肉、狗血、南瓜、菠菜、红枣同食。,中餐、晚餐主料 鳝鱼650克,,粤菜 营养不良食谱 气血双补食谱 益智补脑食谱,鳝鱼650克,香菇（鲜）30克 鱼肚50克 叉烧肉150克,淀粉(玉米)5克 芡粉5克 大蒜（白皮）15克 姜5克 大葱30克 香油10克 盐5克 蚝油23克 生抽15克 老抽5克,6,4,7,5,5,0,0,粤菜,6.57毫克,1039.85千卡,151.48克,34.04克,34.5克,21.18微克,2.06克,874.5毫克,330.45微克,0.05毫克,2.45毫克,17.3毫克,32.2微克,0.5毫克,30.99毫克,314.65毫克,1605.3毫克,2034.45毫克,4822.46毫克,86.34微克,156.1毫克,23.33毫克,26.13毫克,236.34微克,0.64毫克,15毫克,,,,,,58,4,37.1
303,2018-06-22 02:06:29,佛手香酥骨,碎屑料炸,咸鲜味,1.排骨切成5厘米长段，去肉(留少许)；虾仁去泥肠剁碎，加盐、味精、糖、胡椒粉、澄面、板油搅拌至起胶，再自排骨的2/3处包满，呈椭圆形，然后均匀抹上吐司（切碎）屑。2.炸油入锅，烧至三四分热时放进排骨炸至浮起片刻，呈金黄色即捞起，排列于盘中。澄面是由面粉中提炼出面筋后所得的面粉。这道菜动物性脂肪较高，高血压患者不宜食用。,虾仁 虾忌与某些水果同吃。虾含有比较丰富的蛋白质和钙等营养物质。如果把它们与含有鞣酸的水果，如葡萄、石榴、山楂、柿子等同食，不仅会降低蛋白质的营养价值，而且鞣酸和钙离子结合形成不溶性结合物刺激肠胃，引起人体不适，出现呕吐、头晕、恶心和腹痛腹泻等症状。海鲜与这些水果同吃至少应间隔2小时。,早餐、中餐、晚餐、零食主料 猪小排（猪肋排）900克 虾仁600克,,粤菜 补虚养身食谱 气血双补食谱 壮腰健肾食谱 营养不良食谱,猪小排（猪肋排）900克 虾仁600克,吐司110克 猪油（板油）75克,植物油75克 盐2克 味精2克 白砂糖2克 胡椒粉2克 澄粉30克,6,0,7,5,5,0,0,粤菜,2.16毫克,4330.75千卡,413.49克,290.07克,15.77克,,0.05克,4546.5毫克,237.95微克,,,26.12毫克,1.2微克,2.76毫克,70.54毫克,3458.88毫克,5222.18毫克,5384.04毫克,30968.2毫克,0.16微克,1545.55毫克,80.41毫克,53.8毫克,552.04微克,15.56毫克,5.31毫克,,,,,,28,3,53.9
304,2018-06-22 02:06:31,清蒸石斑鱼,清蒸,咸鲜味,1.鱼去鳞、去内脏，洗净，用盐遍抹鱼身，备用；葱取3根，切去头、尾，1根切成5厘米长的细长丝。2.将葱段铺在盘中，摆上鱼上姜片，油、酱油各20克，以大火蒸13分钟后取出；倒去汤汁，去姜片，浇淋加热过的酱油、花生油；最后将葱丝和香菜放在鱼尾，樱桃置于鱼眼部即可。,,早餐、中餐、晚餐、零食主料 石斑鱼600克,,粤菜 活血化瘀食谱 补虚养身食谱 脾调养食谱 水肿食谱,石斑鱼600克,,大葱20克 姜5克 香菜10克 盐5克 植物油20克 酱油70克 花生油30克,6,0,7,5,5,0,0,粤菜,0.11毫克,323.55千卡,4.48克,30.17克,9.36克,17.36微克,0.88克,,22.9微克,0.03毫克,5.6毫克,12.7毫克,137.3微克,0.05毫克,1.55毫克,74.95毫克,158.45毫克,300.85毫克,6003.88毫克,1.83微克,118.6毫克,7.42毫克,1.1毫克,1.15微克,0.13毫克,1.15毫克,,,,,,42,1,31.0
305,2018-06-22 02:06:32,金银裹蛎子,纸包炸,咸鲜味,1.葱、姜捣碎取葱姜汁备用；2.淀粉（25克）放碗内加水调制出湿淀粉（50克）备用；3.蛎黄（牡蛎）用清水洗净，下入开水中氽过捞出控净水分，放在碗内，加入葱姜汁，精盐、味精、黄酒、香油拌匀入味.4.将偏口鱼（鲆）肉、猪里脊肉分别片成薄片15片，逐片包上1个蛎黄，卷成鱼，肉卷备用；5.湿淀粉、鸡蛋清、面粉调成蛋清糊；6.湿淀粉、鸡蛋黄、面粉调成蛋黄糊；7.炒锅内放入花生油，用中火烧至六成热时，将鱼卷、肉卷分别沾匀蛋清糊、蛋黄糊下锅炸熟使之分别呈白色、金黄色；8.将白色卷摆盘中间，黄色卷围在盘的四边，外带花椒盐上桌即成。,鸡蛋黄 鸡蛋黄不能与红糖、糖精、豆浆、兔肉同食。,中餐、晚餐主料 牡蛎(鲜)600克 鲆200克 猪里脊肉200克,,特色菜 粤菜,牡蛎(鲜)600克 鲆200克 猪里脊肉200克,鸡蛋清50克 鸡蛋黄50克 小麦面粉70克 淀粉(玉米)25克,大葱6克 姜4克 盐5克 黄酒5克 香油4克 花生油75克,6,0,7,5,5,0,0,粤菜,1.37毫克,2216.54千卡,138.72克,129.68克,125.5克,33.82微克,2.87克,1627毫克,392.78微克,0.06毫克,0.34毫克,44.14毫克,10.64微克,1.74毫克,29.65毫克,1011.71毫克,1680.95毫克,2737.65毫克,5032.87毫克,2.03微克,625.57毫克,55.42毫克,64.5毫克,626.76微克,49.49毫克,5.79毫克,,,,,,64,5,18.9
306,2018-06-22 02:06:39,鱼包三丝,炸,咸鲜味,1.偏口鱼（鲆）肉洗净，片成12片，每片平铺案板上撒上盐（1克）、黄酒（5克）腌渍；2.香菇、冬笋、火腿、鸡肉均切成细丝放入碗内，加盐、黄酒、香油拌匀成馅料，备用；3.鸡蛋打入碗内加面粉，发酵粉、清水200克，调成鸡蛋糊；4.把馅料分别均匀地包在鱼肉片内，卷成鱼卷；5.炒锅内加花生油，中火烧至六成热时，将鱼卷蘸匀鸡蛋暄糊，入油炸至熟透呈金黄色时捞出，摆在盘中即成；6.带花椒盐一并上席。,鸡蛋 与鹅肉同食损伤脾胃；与兔肉、柿子同食导致腹泻；同时不宜与甲鱼、鲤鱼、豆浆、茶同食。,中餐、晚餐主料 鲆300克,,粤菜 特色菜,鲆300克,火腿50克 香菇（鲜）25克 冬笋25克 鸡肉50克 鸡蛋50克 小麦面粉50克,发酵粉1克 盐2克 椒盐15克 黄酒10克 香油15克 花生油75克,6,0,7,5,5,0,0,粤菜,0.32毫克,1533.3千卡,96.04克,111.63克,41.3克,95.76微克,2.88克,608毫克,167.25微克,0.08毫克,0.5毫克,45.17毫克,20微克,0.7毫克,20.82毫克,235.54毫克,951.6毫克,1344.13毫克,1824.46毫克,23.05微克,215.79毫克,7.88毫克,4.43毫克,132.38微克,0.39毫克,0.57毫克,,,,,,54,4,13.8
307,2018-06-22 02:06:42,玉簪田鸡腿,溜,咸鲜味,1.淀粉（4克）放碗内加水调出湿淀粉（8克）备用；2.先把火鸡腿上下两节的骨脱去，整个腿要保持圆形，然后用碗盛起，加入蛋白、精盐、湿淀粉、味精拌匀候用；3.莴笋去皮改成条形；4.冬菇切成与笋同样大小的条；5.火腿切成条形，各24条；6.把笋、冬菇、火腿各1条穿进火鸡腿内，整齐摆落碟中；7.用小碗加入上汤100克、精盐、味精、麻油、湿淀粉，调成碗芡；8.起锅下白猪油，油温不要太高，把田鸡腿下油锅走油至熟，倒回笊篱；9.锅里的油铲净后，把火鸡腿倒回锅里，烹入黄酒，抛锅然后加入碗芡，再炒匀，落碟即成。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐主料 火鸡腿400克,,粤菜 营养不良食谱 健脾开胃食谱 私家菜 补虚养身食谱,火鸡腿400克,莴笋100克 香菇（鲜）50克 火腿30克 鸡蛋清30克,淀粉(玉米)4克 盐5克 味精5克 黄酒8克 香油10克 猪油（炼制）20克,6,0,7,5,5,0,0,粤菜,0.77毫克,769.28千卡,79.21克,34克,38.02克,63.8微克,2.25克,262.3毫克,44.2微克,0.34毫克,4.5毫克,8.64毫克,150微克,0.15毫克,8.48毫克,106.6毫克,817.08毫克,1329.1毫克,7160.66毫克,135.48微克,98.19毫克,6.97毫克,11.38毫克,58.97微克,0.51毫克,0.56毫克,,,,,,65,5,13.6
308,2018-06-22 02:06:44,生炒水鱼丝,生炒,咸鲜味,1.将水鱼（甲鱼）宰杀处理后起肉(4只爪的肉切丝)；2.另将水鱼裙放在锅里煲脸后，取出切成丝；3.冬笋、冬菇分别洗净切丝；4.姜、葱切细丝，蒜剁细成茸；5.淀粉（8克）放碗内加水调出湿淀粉（15克）待用；6.把水鱼丝用蛋白和湿淀粉拌匀；7.笋丝加精盐滚过，取起滤干水分，用湿淀粉、味精3克、精盐3克、老抽、胡椒粉麻油调成碗芡；8.以文火将笋丝炒干水分，取出待用；9.将炒锅洗净，放入生油烧至大滚，把米粉炸好，倒出滚油，加入猪油，烧至八成热时，将水鱼丝及水鱼裙泡油至熟，取出；10.将姜丝、蒜茸、冬笋丝、冬菇丝炒匀，放入水鱼丝、水鱼裙，烹酒，勾碗芡炒匀，加猪油，即可装碟，另将炸米粉伴边。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐主料 甲鱼220克 冬笋300克,,粤菜 营养不良食谱 健脾开胃食谱,甲鱼220克 冬笋300克,香菇（鲜）20克 籼米粉（干、细）25克 鸡蛋清8克,姜5克 大蒜（白皮）5克 味精10克 黄酒8克 香油5克 胡椒粉8克 淀粉(玉米)8克 盐10克 老抽13克 大葱5克 生抽5克 花生油50克,6,0,7,5,5,0,0,粤菜,0.31毫克,825.01千卡,22.31克,55.63克,61.25克,14.9微克,3.59克,,42微克,0.01毫克,3.9毫克,24.57毫克,258微克,0.28毫克,2.94毫克,100.96毫克,252.68毫克,154.12毫克,5978.04毫克,1.06微克,34.19毫克,4.7毫克,1.33毫克,3.35微克,0.26毫克,0.84毫克,,,,,,80,5,19.5
309,2018-06-22 02:06:48,石湾鱼腐,汆,咸鲜味,1.将鲮鱼宰杀片取鱼肉剁烂，放在盛器中；2.鱼肉中放盐拌至起胶，放淀粉、鲜蛋、清水搅拌成糊状备用；3.放生油落锅烧至将近滚时，把锅端离火位，用手或匙羹把鱼肉挤成汤圆状落锅；4.待浮起后把油锅放回火位，待鱼丸炸至发起变大，呈金黄色即可；5.鲜菜心在上汤中滚熟，捞起放在碟上铺好；6.把炸好的鱼丸落锅，放些汤或水，加上各种味料，烹黄酒，用芡汁勾芡，最后淋香油，盛放在菜的上面即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,颜色艳丽，黄白相间，有荤有素，清淡素雅。,粤菜 特色菜,鲮鱼500克 鸡蛋500克,淀粉(蚕豆)35克 油菜心250克,胡椒粉1克 黄酒10克 盐10克 小葱5克 香油2克 姜5克 植物油70克,6,0,7,5,5,0,0,粤菜,1.84毫克,1253.23千卡,163.58克,57.82克,58.39克,567.99微克,3.15克,3355毫克,2061微克,,91.25毫克,20.52毫克,1601.1微克,0.72毫克,17.88毫克,728.87毫克,1644.02毫克,2910.94毫克,4936.81毫克,136.08微克,223.88毫克,18.7毫克,10.62毫克,314.69微克,1.15毫克,1.13毫克,,,,,,48,3,34.9
310,2018-06-22 02:06:53,珠海焗全螺,焗,咸鲜味,1.响螺取出肉，螺壳洗擦干净，下开水锅汆透，捞出待用；2.螺肉与鸡腿分别切成片；3.将鸡片盛入碗内，放入盐、糖、味精、淀粉、蛋清拌匀；4.再将鸡片、螺片下旺火温油锅拉油至七成熟倒出；5.沥油后的鸡片、螺片与火腿、蘑菇片拌匀，分别装在螺壳内待用；6.锅烧热，放入猪油，烹入姜汁酒10克，加入上汤500毫升、盐、糖、味精、蚝油、肉豆蔻（碾碎）、胡椒粉、鸡油，烧制；7.待烧开后用水淀粉扎芡，后将芡分别加入螺壳，上炉焖10 分钟，取出装入圆盆内即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,莱品色泽淡黄，鲜香爽脆。,粤菜 补虚养身食谱 明目食谱,海螺800克 鸡腿250克 蘑菇(鲜蘑)150克,火腿100克 鸡蛋60克 淀粉(蚕豆)10克,味精3克 猪油（炼制）50克 鸡油20克 肉豆蔻5克 盐5克 胡椒粉2克 白砂糖10克,6,0,7,5,5,0,0,粤菜,4.79毫克,2066.43千卡,241.48克,85.64克,93.45克,134.93微克,3.97克,2100毫克,658.1微克,0.43毫克,3毫克,170.92毫克,18.2微克,0.43毫克,21.42毫克,4379.94毫克,2422.06毫克,2727.35毫克,5717.04毫克,20.08微克,1617.97毫克,51.52毫克,33.76毫克,640.19微克,1.4毫克,3.08毫克,,,,,,57,5,20.7
311,2018-06-22 02:06:53,珍珠肉丸,蒸,咸鲜味,1.将糯米淘洗干净，盛在钵子里，冲入开水泡20分钟左右，滗去水；2.火腿洗净切成米粒状，与糯米拌匀，平铺在砧板上；3.将瘦肉剁成泥；4.对虾和荸荠切成米粒状；5.猪肉泥、对虾、荸荠同盛在大碗里，再加入湿淀粉、熟猪油、胡椒粉、精盐和少许清水调匀；6.用手逐个挤成直径约2.5厘米的小肉丸，一个个在砧板上滚粘一层糯米，盛在瓷盘里，蒸熟即成。,对虾 虾忌与某些水果同吃。虾含有比较丰富的蛋白质和钙等营养物质。如果把它们与含有鞣酸的水果，如葡萄、石榴、山楂、柿子等同食，不仅会降低蛋白质的营养价值，而且鞣酸和钙离子结合形成不溶性结合物刺激肠胃，引起人体不适，出现呕吐、头晕、恶心和腹痛腹泻等症状。海鲜与这些水果同吃至少应间隔2小时。,中餐、晚餐主料 猪肉(瘦)300克 糯米100克,,粤菜 贫血食谱 滋阴食谱 健脾开胃食谱 消化不良食谱,猪肉(瘦)300克 糯米100克,火腿50克 对虾25克 荸荠50克,胡椒粉5克 淀粉(玉米)10克 盐10克,6,0,7,5,4,0,0,粤菜,0.44毫克,931.6千卡,81.8克,21.72克,103.8克,56.6微克,1.48克,310.75毫克,160.75微克,0.04毫克,3.5毫克,3.03毫克,13微克,1.79毫克,21.94毫克,68.6毫克,920.6毫克,1355.65毫克,4890.78毫克,7.31微克,153.45毫克,12.53毫克,12.41毫克,44.52微克,0.77毫克,1.8毫克,,,,,,75,4,22.5
